ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg)
-0.6587,0.2788,1.8994,-17.334,-210.5713,-67.4438,-6.9379,-32.157,-57.4915
-0.7412,0.2905,1.8701,-21.8506,-209.5947,-82.8247,-6.8774,-33.2446,-57.7936
-0.7583,0.3208,1.8223,-26.001,-208.9844,-101.5015,-6.7676,-34.3378,-58.222
-0.6548,0.3325,1.7568,-31.5552,-208.6792,-119.873,-6.6028,-35.4419,-58.7604
-0.4746,0.2251,1.6987,-43.335,-208.0688,-132.3242,-6.4215,-36.546,-59.3921
-0.2529,0.0801,1.5991,-59.8145,-209.1064,-138.916,-6.2567,-37.6556,-60.1007
0.0298,-0.0767,1.4736,-71.5332,-213.562,-140.8081,-6.1304,-38.7817,-60.8643
0.4771,-0.2476,1.377,-72.7539,-226.3794,-133.4839,-6.037,-39.9463,-61.5948
0.7754,-0.2871,1.3535,-63.3545,-239.9292,-125.4272,-5.9326,-41.1768,-62.265
0.9082,-0.2725,1.396,-48.8892,-246.2158,-114.9902,-5.7843,-42.4512,-62.9022
0.9111,-0.2446,1.4702,-32.8979,-245.3003,-100.0977,-5.603,-43.7311,-63.4735
0.8838,-0.1304,1.5532,-14.2822,-240.2344,-92.8955,-5.3613,-44.9835,-63.9734
0.9053,-0.0298,1.6675,3.8452,-232.5439,-86.1206,-5.0317,-46.1865,-64.4458
0.8833,-0.064,1.7842,10.8032,-224.2432,-67.5049,-4.6802,-47.3511,-64.8633
0.7793,-0.1504,1.8643,4.0894,-220.1538,-36.1328,-4.4659,-48.4772,-65.116
0.5654,-0.2017,1.8853,-2.7466,-216.9189,-6.958,-4.4659,-49.5703,-65.1215
0.3149,-0.2295,1.8643,-6.8359,-209.4116,15.0146,-4.6307,-50.6195,-64.9292
0.0991,-0.2646,1.814,-12.5732,-198.0591,35.5835,-4.9548,-51.6193,-64.5776
-0.1006,-0.2876,1.7075,-21.4233,-184.7534,56.0303,-5.4602,-52.5421,-64.0668
-0.3242,-0.2412,1.5488,-32.4707,-172.0581,69.0308,-6.1469,-53.3936,-63.3801
-0.5811,-0.1167,1.3325,-45.9595,-155.9448,59.8145,-6.9214,-54.1516,-62.6605
-0.8345,-0.02,1.0469,-62.439,-139.0381,31.4331,-7.63,-54.8438,-62.1277
-1.0508,0.0181,0.7061,-79.1626,-131.1646,-15.8081,-8.1628,-55.5029,-61.9464
-1.1543,-0.0581,0.4331,-79.5288,-120.4224,-85.022,-8.2947,-56.1676,-62.276
-0.7866,-0.2695,0.3257,-49.0112,-85.6323,-163.3911,-7.7289,-56.7499,-63.3307
0.2148,-0.4521,0.2813,1.5259,-44.1895,-186.7065,-6.4655,-57.1619,-64.9512
1.2065,-0.5288,0.2612,48.8281,-32.6538,-107.4219,-5.202,-57.4036,-66.275
1.48,-0.4946,0.3887,65.7349,-40.7104,-4.0283,-4.5813,-57.6123,-66.6486
1.0249,-0.4849,0.6772,48.3398,-31.7993,61.2183,-4.6198,-57.7661,-66.2531
0.271,-0.4229,0.8188,16.2964,-14.2212,93.6279,-5.1471,-57.8375,-65.462
-0.4468,-0.2007,0.7324,-9.0332,5.249,93.811,-5.9161,-57.8046,-64.5721
-0.6895,-0.062,0.5908,-11.2305,24.1699,70.0684,-6.5918,-57.6782,-63.8361
-0.6821,-0.0732,0.4746,-5.3711,42.2974,46.936,-7.0367,-57.453,-63.3582
-0.5298,-0.1431,0.4185,0.1831,58.3496,36.1938,-7.3004,-57.1729,-63.056
-0.3467,-0.1543,0.3892,6.3477,73.3032,30.2734,-7.4597,-56.8158,-62.8528
-0.1758,-0.0898,0.3599,16.6626,90.6372,20.1416,-7.5037,-56.3873,-62.7319
-0.0317,-0.0352,0.3389,32.1045,107.9102,10.0708,-7.3773,-55.86,-62.7209
0.1035,-0.0488,0.3506,45.5933,122.7417,11.4136,-7.1356,-55.2722,-62.7704
0.2026,-0.1123,0.3887,50.5371,135.6201,26.9165,-6.9159,-54.613,-62.7594
0.2402,-0.2007,0.4302,47.4854,145.874,51.2085,-6.8335,-53.8824,-62.5562
0.1909,-0.2944,0.4585,39.3677,156.189,75.1343,-6.9379,-53.075,-62.1552
0.082,-0.3481,0.4458,30.6396,168.5791,87.5854,-7.1796,-52.2125,-61.6333
-0.0249,-0.3628,0.3984,24.6582,181.3354,87.6465,-7.4597,-51.2787,-61.1279
-0.1001,-0.3672,0.3418,22.3999,193.2983,83.4351,-7.7069,-50.2844,-60.6555
-0.1621,-0.3521,0.3042,24.231,204.1016,75.0122,-7.8992,-49.2297,-60.26
-0.2124,-0.311,0.2983,28.5645,215.4541,61.2183,-7.9761,-48.1366,-59.9799
-0.2422,-0.2495,0.3188,35.1563,227.6001,43.8232,-7.9156,-46.9995,-59.848
-0.252,-0.1836,0.3511,42.4805,240.2344,27.0386,-7.7234,-45.8075,-59.8425
-0.2446,-0.1274,0.3911,49.6216,252.4414,13.1226,-7.4213,-44.5551,-59.9469
-0.2305,-0.0889,0.4385,55.4199,262.9395,3.7231,-7.0313,-43.2642,-60.1227
-0.2017,-0.0571,0.4824,58.7158,272.3389,0.1831,-6.5973,-41.9293,-60.3479
-0.1577,-0.0273,0.5186,60.3027,281.0059,2.3193,-6.1688,-40.5505,-60.5457
-0.1187,-0.0146,0.5522,61.7065,287.1094,7.6294,-5.7623,-39.1113,-60.7104
-0.0859,-0.0327,0.6123,60.6689,292.7246,13.2446,-5.3888,-37.6611,-60.8203
-0.0537,-0.0742,0.6836,54.9316,301.3916,16.0522,-5.0537,-36.1725,-60.9082
-0.0449,-0.1152,0.7188,52.3682,307.312,17.0898,-4.7516,-34.6399,-60.9686
-0.042,-0.1455,0.7534,51.6968,312.6221,19.6533,-4.4769,-33.0688,-61.0126
-0.021,-0.1572,0.7944,49.0112,319.519,21.7896,-4.2133,-31.4813,-61.0291
0.0078,-0.1763,0.8262,47.3022,323.7305,23.0713,-3.9716,-29.8663,-61.051
0.0488,-0.2085,0.877,47.4854,325.1953,27.5269,-3.7408,-28.2349,-61.0291
0.085,-0.2139,0.9619,45.8374,328.7964,30.8228,-3.5376,-26.5759,-60.9851
0.1069,-0.2021,1.0225,44.4946,334.7168,26.4282,-3.3344,-24.9115,-60.9357
0.1167,-0.2158,1.0522,46.0205,337.5244,21.2402,-3.1146,-23.2196,-60.9302
0.1196,-0.2363,1.1187,47.9736,338.1958,20.6909,-2.8839,-21.5277,-60.9137
0.1489,-0.2319,1.2197,47.6685,341.4307,17.8223,-2.6477,-19.8083,-60.9082
0.2021,-0.2305,1.3022,46.7529,346.3745,14.2822,-2.4115,-18.0835,-60.9082
0.2241,-0.2251,1.3257,41.8701,345.7642,17.2729,-2.1918,-16.3477,-60.9137
0.2261,-0.231,1.3755,41.687,345.459,24.1699,-1.9995,-14.6173,-60.8698
0.2021,-0.229,1.4585,48.0957,347.7173,27.8931,-1.7963,-12.865,-60.7928
0.1685,-0.2002,1.5752,50.1099,349.9756,25.0854,-1.5601,-11.1127,-60.7104
0.1514,-0.2007,1.6938,44.0674,355.3467,19.5313,-1.3403,-9.3439,-60.661
0.1406,-0.2153,1.7373,40.7715,358.8257,8.7891,-1.1316,-7.5531,-60.6335
0.1982,-0.2256,1.7754,42.1143,359.9243,1.6479,-0.9283,-5.7404,-60.65
0.2993,-0.2104,1.8721,43.7012,364.9902,-3.418,-0.7086,-3.9276,-60.683
0.4067,-0.2109,1.9634,42.9688,372.3145,-9.8877,-0.4889,-2.0819,-60.7544
0.5273,-0.2324,2.021,38.269,376.3428,-8.7891,-0.2802,-0.2032,-60.8203
0.626,-0.252,2.0508,34.8511,376.8921,1.1597,-0.1044,1.6919,-60.8423
0.6748,-0.2485,2.0654,36.499,375.5493,13.1226,0.0659,3.576,-60.8038
0.686,-0.2139,2.0894,37.6587,371.46,18.1274,0.2637,5.4437,-60.7269
0.7129,-0.1753,2.1396,33.8745,364.0137,20.5078,0.4559,7.2784,-60.6171
0.7739,-0.1665,2.1934,25.2686,355.2246,22.1558,0.6152,9.0857,-60.4907
0.8691,-0.1919,2.1821,14.9536,343.5669,22.583,0.7361,10.827,-60.3589
0.9912,-0.2124,2.1299,10.8032,330.9326,22.522,0.824,12.5079,-60.2325
1.0864,-0.2002,2.0659,12.146,315.918,17.7002,0.9119,14.1174,-60.1062
1.1738,-0.1973,2.0469,16.5405,302.4292,7.7515,0.9998,15.672,-60.0183
1.2329,-0.1934,1.998,17.4561,287.6587,-6.6528,1.0986,17.1387,-59.9908
1.2759,-0.1777,1.9131,19.3481,272.583,-27.5269,1.17,18.5339,-60.0787
1.3413,-0.1548,1.7813,25.1465,256.7749,-42.2363,1.225,19.8523,-60.249
1.3818,-0.1216,1.6406,32.959,242.7979,-53.5889,1.2909,21.1102,-60.4797
1.4473,-0.1289,1.5439,30.0293,231.5674,-60.73,1.3458,22.2968,-60.7654
1.5713,-0.1616,1.4692,17.4561,212.8906,-57.6172,1.3458,23.4119,-61.0785
1.8247,-0.2065,1.3887,3.1738,185.9741,-34.3628,1.3019,24.4006,-61.3037
2.104,-0.2739,1.2788,-11.1084,158.6914,-8.4229,1.236,25.2576,-61.3806
2.2544,-0.4087,1.146,-22.7661,131.6528,1.8921,1.1481,25.9717,-61.3751
2.3345,-0.5352,1.0215,-26.5503,105.2246,13.2446,1.0437,26.554,-61.3312
2.2974,-0.5371,0.8721,-22.0947,77.1484,20.2637,0.9778,26.9934,-61.2213
2.1313,-0.4473,0.7617,-18.2495,46.3867,13.916,0.9174,27.29,-61.1224
1.9194,-0.3501,0.7251,-17.4561,14.5874,5.8594,0.8514,27.4274,-61.073
1.7578,-0.2251,0.7402,-17.334,-18.1885,-1.5259,0.7745,27.4054,-61.0785
1.6938,-0.0811,0.8032,-18.8599,-50.9644,-14.6484,0.6592,27.2131,-61.1334
1.689,0.0083,0.8921,-21.6064,-81.1768,-31.4331,0.4834,26.8671,-61.2817
1.4819,-0.1479,1.0635,-4.7607,-141.1743,-45.7764,0.3076,26.3068,-61.5234
1.1489,-0.3501,1.4312,-10.8032,-166.5039,-8.3618,0.2142,25.5048,-61.6772
0.8037,-0.0762,1.4453,-26.001,-151.4282,-11.4746,0.1044,24.7083,-61.7102
0.7822,0.5537,1.1157,-52.1851,-146.9116,-38.4521,-0.1758,23.9777,-61.8805
0.6025,0.5938,0.8887,-27.771,-171.814,15.4419,-0.434,23.1757,-61.9684
-0.3638,-0.0356,1.0645,57.5562,-185.3027,198.6694,-0.0604,22.2638,-61.3312
-1.9795,0.1631,1.689,84.1675,-158.5693,284.6069,0.8789,21.3904,-59.8865
-3.2583,1.1592,2.2393,5.7983,-104.187,126.709,1.4832,20.7422,-58.8043
-2.9683,1.2168,2.1206,-80.0171,-75.6226,-85.6323,1.214,20.3192,-58.8538
-1.3149,0.4233,1.7363,-83.9233,-74.7681,-150.6958,0.5109,19.9622,-59.6173
0.543,-0.2188,1.5767,-34.9121,-96.9849,-84.9609,0.022,19.5337,-60.2435
2.0601,-0.4312,1.7476,-14.2212,-145.2026,-12.6343,-0.1318,18.913,-60.4468
2.7046,-0.5874,2.002,-44.4336,-190.6128,23.2544,-0.2692,18.0396,-60.3973
2.2393,-0.9219,1.8843,-64.5142,-213.3789,104.3701,-0.4559,17.0178,-60.0513
1.1455,-0.7065,1.4746,-41.748,-228.2715,180.1147,-0.4944,15.9082,-59.2328
0.0737,0.2319,1.3384,2.1973,-215.6372,138.0615,-0.3461,14.7931,-58.3649
-0.4409,0.9492,1.4282,35.2783,-176.2085,13.855,-0.1428,13.8263,-58.0298
-0.2798,0.9688,1.5449,39.2456,-139.5874,-59.082,0.011,13.0627,-58.244
0.146,0.583,1.5786,11.2305,-124.2676,-26.6113,0.0824,12.4255,-58.4857
0.4141,0.2471,1.4688,-38.147,-131.2866,56.5186,0.011,11.7828,-58.3704
0.397,0.1021,1.2705,-80.8716,-146.0571,110.3516,-0.2142,11.0797,-57.8925
0.2437,0.1118,1.0688,-92.4072,-151.8555,109.1919,-0.5603,10.3326,-57.3267
0.1973,0.2095,0.9326,-81.543,-143.4326,82.2754,-0.9064,9.6021,-56.8433
0.3667,0.1655,0.9175,-66.9556,-125.3052,63.1714,-1.2195,8.9319,-56.4807
0.5171,-0.1777,0.9067,-57.0068,-113.7695,84.0454,-1.4612,8.3551,-56.1017
0.4429,-0.4526,0.8896,-55.4199,-107.666,124.6948,-1.6589,7.8223,-55.5579
0.229,-0.3633,0.8633,-54.5044,-98.3887,139.7095,-1.8402,7.3279,-54.8492
0.0146,-0.0654,0.8228,-46.6919,-85.3271,114.1968,-2.0215,6.8939,-54.1901
-0.1201,0.0762,0.8076,-29.48,-72.0215,68.0542,-2.1533,6.5204,-53.7396
-0.1641,-0.0005,0.8379,-12.8784,-63.6597,32.4097,-2.2192,6.2018,-53.5144
-0.1431,-0.1245,0.9268,-8.4229,-61.1572,17.0898,-2.2522,5.8942,-53.3936
-0.1084,-0.1812,1.0332,-20.6909,-62.0728,12.3901,-2.3181,5.5865,-53.3112
-0.1099,-0.2251,1.0806,-29.9683,-63.7207,3.1738,-2.45,5.2734,-53.2617
-0.0601,-0.2925,1.0249,-25.0854,-64.1479,-1.2817,-2.5873,4.9493,-53.2672
0.0366,-0.3047,0.9697,-20.2637,-62.8052,-0.1221,-2.6917,4.6362,-53.2562
0.0903,-0.2627,0.939,-19.3481,-64.7583,1.2207,-2.796,4.3121,-53.2397
0.0737,-0.1958,0.9585,-20.9961,-64.6973,3.6621,-2.8949,3.988,-53.2068
-0.0034,-0.1646,0.9624,-17.7002,-62.6831,0.9766,-2.9883,3.6694,-53.1958
-0.0459,-0.1685,0.978,-15.1978,-59.9976,-1.4038,-3.0652,3.3673,-53.1848
-0.0405,-0.1553,1.0127,-16.5405,-55.1147,-3.6621,-3.1531,3.0707,-53.1793
-0.0146,-0.123,1.022,-16.7236,-49.8657,-7.4463,-3.2355,2.8125,-53.1958
0.0171,-0.1221,0.9966,-12.085,-47.4243,-7.1411,-3.3069,2.5708,-53.2397
0.0283,-0.1162,0.9927,-7.9956,-48.1567,-3.6011,-3.3508,2.3346,-53.2507
0.0254,-0.1006,1.0303,-8.4839,-48.4619,-2.9907,-3.4003,2.0819,-53.2507
0.0327,-0.1123,1.0552,-11.7798,-47.8516,-3.8452,-3.4497,1.8402,-53.2507
0.0508,-0.1367,1.0449,-14.0991,-47.3022,-1.709,-3.5156,1.604,-53.2727
0.0688,-0.1494,1.0127,-14.5264,-47.0581,3.2959,-3.587,1.3678,-53.2507
0.0586,-0.1577,0.9795,-12.6343,-47.4854,7.019,-3.6584,1.1316,-53.2013
0.022,-0.1514,0.9839,-11.6577,-47.0581,3.7842,-3.7189,0.8954,-53.1628
-0.0068,-0.1685,1.0034,-11.0474,-45.7764,0.6714,-3.7738,0.6647,-53.1573
-0.0142,-0.209,0.9868,-8.3618,-45.7764,3.6621,-3.8177,0.4395,-53.1299
-0.0176,-0.1919,0.9614,-6.1646,-46.3257,4.6997,-3.8617,0.2032,-53.0859
-0.0029,-0.1333,0.978,-6.2256,-45.5322,-0.6714,-3.8892,-0.0165,-53.064
0.0288,-0.1372,0.9907,-6.6528,-44.3726,-3.0518,-3.9221,-0.2417,-53.0804
0.063,-0.1807,0.9702,-4.3335,-45.105,1.5259,-3.9496,-0.4669,-53.0695
0.0703,-0.1763,0.979,-2.9907,-46.3867,6.3477,-3.9716,-0.6976,-53.0255
0.0493,-0.1348,0.9907,-4.7607,-45.2271,5.7983,-3.988,-0.9229,-52.9816
0.0151,-0.1025,0.999,-6.2866,-44.3726,0.061,-4.0155,-1.1481,-52.9651
-0.0166,-0.0688,1.0249,-9.0942,-44.1895,-11.9629,-4.054,-1.3678,-52.9816
-0.0322,-0.0483,1.0479,-15.2588,-42.2974,-26.3062,-4.1199,-1.5985,-53.0695
-0.0474,-0.0117,1.0498,-25.2686,-41.0156,-42.5415,-4.2242,-1.8182,-53.2343
-0.0273,-0.0654,0.998,-26.7944,-39.4897,-49.0112,-4.3506,-2.0325,-53.476
0.0566,-0.1992,0.9209,-13.855,-39.5508,-38.147,-4.4385,-2.2467,-53.6792
0.1655,-0.312,0.9116,1.1597,-41.9312,-11.2915,-4.4659,-2.4664,-53.7781
0.1699,-0.2715,0.9697,5.9204,-44.3726,5.6152,-4.4385,-2.6807,-53.7561
0.1304,-0.1304,1.0259,4.5166,-42.2974,4.2725,-4.4165,-2.8949,-53.7286
0.0845,-0.0479,1.0381,-0.2441,-40.4663,-4.0283,-4.4055,-3.0981,-53.7122
0.0605,-0.0869,1.041,-4.5166,-40.1001,-8.4229,-4.4275,-3.3124,-53.7341
0.0625,-0.1563,1.0234,-6.3477,-41.3208,-7.5073,-4.4495,-3.5156,-53.7561
0.0283,-0.1045,1.0234,-12.5122,-45.0439,-12.9395,-4.4934,-3.7354,-53.8055
0.0654,-0.1069,0.9863,-8.1177,-43.7622,-12.2681,-4.5483,-3.9606,-53.855
0.1104,-0.2065,0.9902,3.7231,-42.2363,-8.3008,-4.5483,-4.1858,-53.8879
0.1445,-0.2207,1.0381,-0.2441,-44.3115,7.8735,-4.5428,-4.4,-53.866
0.1245,-0.1646,1.019,-1.6479,-49.0723,15.5029,-4.5538,-4.6307,-53.8
0.0239,0.0366,1.0352,-11.4746,-54.0161,-10.6812,-4.5923,-4.8889,-53.7616
0,-0.0444,1.0654,-10.0098,-55.2368,-27.6489,-4.6472,-5.1746,-53.866
0.083,-0.3159,1.0308,-3.479,-64.209,-4.9438,-4.6692,-5.4822,-53.9154
0.1001,-0.2588,1.0732,2.1973,-70.3735,3.7842,-4.6747,-5.8228,-53.8989
0.0352,-0.0298,1.0947,-6.2866,-72.0825,-15.0146,-4.6857,-6.1798,-53.8934
0.0229,-0.0435,1.103,-11.3525,-65.2466,-33.9966,-4.7186,-6.5369,-53.9978
-0.0181,-0.0254,1.0845,-27.71,-60.4858,-53.4058,-4.801,-6.8665,-54.201
0.0142,-0.1108,1.0127,-30.5786,-52.4902,-63.1714,-4.9219,-7.1686,-54.4977
0.0732,-0.1792,0.9077,-23.0713,-47.9736,-64.4531,-5.0098,-7.4432,-54.7998
0.106,-0.1108,0.8755,-20.874,-46.3257,-68.7866,-5.0812,-7.7124,-55.1129
0.1484,-0.105,0.876,-21.5454,-47.1191,-65.979,-5.1416,-7.9761,-55.4315
0.1348,-0.0898,0.9634,-31.1279,-49.1333,-58.0444,-5.235,-8.2452,-55.7446
0.2109,-0.2749,0.9512,-25.4517,-52.4292,-25.1465,-5.3558,-8.5144,-55.9204
0.2583,-0.2925,0.9053,-10.9253,-59.021,2.2583,-5.4437,-8.8055,-55.9204
0.2002,-0.1123,0.9834,-6.2866,-61.7065,2.7466,-5.4877,-9.1077,-55.871
0.1616,-0.0967,1.0693,-8.3618,-61.0962,4.7607,-5.5316,-9.4098,-55.8435
0.1064,-0.0542,1.0713,-12.5732,-62.7441,-0.1831,-5.592,-9.7174,-55.7996
0.0996,-0.0425,1.0586,-11.0474,-61.6455,-8.3618,-5.658,-10.036,-55.7941
0.123,-0.0728,1.0322,-8.9722,-62.561,-11.9019,-5.7019,-10.3491,-55.816
0.125,-0.0581,1.0112,-6.2866,-65.0024,-19.5313,-5.7294,-10.6732,-55.882
0.1328,-0.0444,1.0303,-4.3335,-65.8569,-27.8931,-5.7349,-11.0138,-55.9753
0.1699,-0.0776,1.0615,-4.3945,-66.3452,-29.2358,-5.7404,-11.3654,-56.0852
0.2231,-0.1089,1.083,-5.188,-66.5283,-23.4375,-5.7458,-11.7059,-56.1841
0.271,-0.1221,1.0986,-4.3335,-67.2607,-14.2822,-5.7568,-12.0465,-56.2555
0.2642,-0.1011,1.1108,-3.9673,-67.2607,-7.6904,-5.7733,-12.3871,-56.2775
0.249,-0.0894,1.1011,-2.9907,-67.8101,0.1831,-5.8008,-12.7277,-56.25
0.2231,-0.0508,1.082,-2.6245,-67.8101,4.9438,-5.8282,-13.0682,-56.2006
0.1909,-0.0103,1.0532,-4.1504,-68.4814,6.0425,-5.8557,-13.4033,-56.1511
0.1777,0.0024,1.0391,-6.2866,-68.7866,6.4087,-5.8997,-13.7384,-56.0852
0.1704,0.0078,1.0225,-7.5684,-69.6411,6.4087,-5.9601,-14.0845,-56.0083
0.1675,0.0078,1.021,-8.728,-72.1436,4.2725,-6.015,-14.436,-55.9479
0.1821,-0.0156,1.0352,-9.2773,-73.9746,1.709,-6.0699,-14.7986,-55.9094
0.2041,-0.0615,1.0444,-9.8877,-76.0498,0.9766,-6.1304,-15.1721,-55.86
0.2002,-0.0811,1.0571,-12.3291,-78.5522,1.0986,-6.2073,-15.5621,-55.8105
0.1875,-0.0928,1.0605,-13.3057,-81.543,2.1973,-6.2842,-15.9576,-55.7556
0.1826,-0.1167,1.0991,-14.2212,-82.9468,4.3945,-6.3721,-16.3641,-55.7062
0.1646,-0.1484,1.1206,-17.8223,-85.5103,6.7749,-6.4764,-16.7816,-55.6238
0.1284,-0.1489,1.1182,-18.0664,-88.4399,6.2256,-6.5973,-17.2156,-55.5304
0.1021,-0.1616,1.1221,-14.0991,-91.3696,5.3101,-6.7017,-17.6605,-55.448
0.0952,-0.1909,1.1377,-9.6436,-95.1538,6.2866,-6.7841,-18.1219,-55.3766
0.0908,-0.1953,1.1611,-5.6152,-100.0366,8.728,-6.85,-18.5999,-55.2777
0.085,-0.1558,1.189,-3.54,-105.5298,8.9111,-6.9104,-19.1162,-55.1569
0.0986,-0.1509,1.1855,2.7466,-110.2905,11.1084,-6.9543,-19.6436,-55.036
0.0664,-0.0859,1.249,-1.0376,-116.2109,5.7373,-6.9873,-20.2094,-54.9316
0.0537,-0.0776,1.2715,-4.3945,-118.9575,0.1831,-7.0313,-20.7916,-54.8438
0.0479,-0.0674,1.2642,-3.8452,-122.0093,-3.9063,-7.0807,-21.3959,-54.7668
0.043,-0.0342,1.2637,-0.1831,-126.6479,-7.3853,-7.1082,-22.0166,-54.7229
0.0464,-0.0396,1.2593,6.8359,-132.6904,-5.6152,-7.1082,-22.6648,-54.6899
0.0405,-0.0459,1.2944,9.6436,-139.8315,-1.77,-7.0862,-23.3459,-54.613
-0.0088,0.0049,1.4004,1.5259,-144.3481,-6.7749,-7.1027,-24.0601,-54.5306
-0.0674,-0.0073,1.4048,2.0752,-149.1699,-12.6953,-7.1082,-24.7961,-54.4867
-0.124,0.0112,1.4321,2.9297,-156.311,-17.2119,-7.1027,-25.5652,-54.4867
-0.1597,-0.0034,1.4902,3.2349,-164.1235,-19.7144,-7.0862,-26.3782,-54.4812
-0.2031,-0.0508,1.5425,6.3477,-173.1567,-21.3623,-7.0697,-27.2351,-54.4702
-0.2632,-0.0503,1.5908,10.0098,-181.5796,-23.1323,-7.0258,-28.1305,-54.4757
-0.3555,0.0195,1.6797,8.3618,-190.0635,-31.25,-6.9598,-29.0753,-54.5197
-0.4648,0.0654,1.7734,5.3101,-197.0825,-42.6636,-6.8884,-30.0641,-54.6021
-0.5859,0.0947,1.8359,2.9297,-202.0874,-53.0396,-6.8005,-31.0858,-54.7394
-0.6787,0.1538,1.8613,1.4038,-205.9937,-63.3545,-6.6797,-32.135,-54.9426
-0.7212,0.2349,1.8877,-3.54,-208.4961,-74.9512,-6.5369,-33.2062,-55.2283
-0.7275,0.2944,1.8848,-11.3525,-209.4116,-91.98,-6.3776,-34.2938,-55.5963
-0.6611,0.2949,1.8491,-19.2261,-209.8999,-107.0557,-6.1853,-35.387,-56.0632
-0.5586,0.2451,1.7769,-26.5503,-214.2334,-121.2158,-5.9711,-36.5021,-56.6345
-0.4653,0.1362,1.7061,-34.4849,-217.2241,-142.0898,-5.7074,-37.6447,-57.3431
-0.2852,-0.0137,1.6553,-45.4712,-217.9565,-160.5835,-5.3888,-38.8037,-58.1836
-0.001,-0.1426,1.5732,-55.7861,-222.1069,-171.2036,-5.0482,-39.9683,-59.1284
0.4146,-0.2183,1.4844,-58.96,-233.3374,-168.7012,-4.6967,-41.1823,-60.1227
0.7021,-0.2637,1.4609,-53.894,-244.5679,-153.6255,-4.3451,-42.4402,-61.084
0.8965,-0.2837,1.4976,-43.8843,-252.1973,-131.0425,-4.0155,-43.7366,-61.9189
0.9526,-0.2212,1.5605,-29.2969,-252.3193,-119.5679,-3.6804,-45.033,-62.644
1.0298,-0.0781,1.6636,-10.2539,-245.0562,-115.1123,-3.2465,-46.3074,-63.3746
1.0654,-0.0786,1.7817,7.5684,-238.4644,-98.0835,-2.7411,-47.5378,-64.0723
0.8721,-0.2129,1.8936,13.3667,-240.4175,-74.646,-2.2632,-48.7463,-64.6271
0.7217,-0.2876,2.0571,0.3662,-242.0654,-46.0205,-1.9611,-49.9658,-64.9841
0.5591,-0.2515,2.0776,-14.1602,-227.1729,-29.6021,-1.8292,-51.1414,-65.2039
0.3857,-0.25,1.9443,-21.6675,-207.4585,-4.8828,-1.8732,-52.218,-65.2917
0.1694,-0.2651,1.771,-22.583,-192.0776,19.7144,-2.0929,-53.2068,-65.1489
-0.0625,-0.2559,1.6006,-24.292,-178.9551,37.0483,-2.4774,-54.1132,-64.8083
-0.3242,-0.1885,1.4189,-31.1279,-165.6494,41.1987,-2.9608,-54.9591,-64.3854
-0.6313,-0.0815,1.2031,-47.1802,-149.5972,23.4375,-3.4552,-55.7227,-64.0393
-0.9395,0.02,0.9033,-75.2563,-143.4937,-21.1792,-3.8287,-56.4478,-63.9679
-1.1396,0.0503,0.6304,-91.7969,-136.7188,-96.4966,-3.8617,-57.1619,-64.4513
-0.855,-0.0708,0.52,-66.5894,-101.2573,-189.9414,-3.1201,-57.7991,-65.8026
0.1465,-0.1914,0.4609,-16.2354,-54.1992,-245.7275,-1.4886,-58.2056,-67.9614
1.2969,-0.3169,0.3979,35.2173,-29.1748,-191.8945,0.3845,-58.3978,-70.0763
1.8252,-0.4165,0.3643,59.9976,-33.8745,-77.6978,1.6479,-58.5297,-71.2408
1.5781,-0.438,0.5039,49.9878,-34.8511,4.2725,2.1478,-58.7054,-71.4935
0.8931,-0.4819,0.6436,28.0151,-21.4844,59.4482,2.0215,-58.8483,-71.1475
0.147,-0.3813,0.6411,10.9863,-9.1553,92.7124,1.4337,-58.9307,-70.3619
-0.3608,-0.1665,0.6064,-0.1831,4.0894,90.6372,0.6592,-58.9362,-69.4281
-0.5684,-0.0688,0.5537,-14.9536,22.644,64.7583,0,-58.8647,-68.6975
-0.4717,-0.1475,0.5044,-27.2827,39.2456,52.9785,-0.5768,-58.7,-68.1757
-0.2681,-0.2427,0.4238,-33.9966,56.1523,55.603,-1.17,-58.4473,-67.6648
-0.1089,-0.2583,0.3062,-32.0435,72.3877,59.9365,-1.8073,-58.1012,-67.11
-0.0449,-0.1992,0.1851,-22.583,88.9282,56.5186,-2.384,-57.6782,-66.5881
-0.0366,-0.145,0.0942,-9.4604,102.7222,49.3164,-2.829,-57.1783,-66.1652
-0.04,-0.1382,0.0571,1.8921,113.4033,46.0815,-3.1531,-56.618,-65.7861
-0.0283,-0.1479,0.0698,7.9346,122.9858,47.3633,-3.4332,-55.9973,-65.4181
-0.0186,-0.1494,0.0928,9.9487,131.8359,49.3774,-3.6804,-55.3436,-65.061
-0.0347,-0.1392,0.1104,10.7422,141.7236,50.5371,-3.9166,-54.6405,-64.7205
-0.0713,-0.1177,0.1226,12.3901,153.0151,49.9268,-4.1364,-53.877,-64.3799
-0.1113,-0.1045,0.1338,15.0146,164.1235,47.5464,-4.3231,-53.053,-64.0668
-0.1396,-0.1045,0.1582,15.8691,174.9268,45.4102,-4.4604,-52.1851,-63.7921
-0.1558,-0.1025,0.1875,14.9536,186.5234,41.9312,-4.5648,-51.2622,-63.5724
-0.1489,-0.0918,0.2114,14.5874,199.0967,36.0718,-4.6307,-50.2789,-63.3966
